Jonathon Narducci , 1
Jon Favreau , 1
Jong-Sik Nam , 1
Jon Kondelik , 1
Jon M. Chu , 1
Jonny Campbell , 1
Jon Watts , 1
Jordan Rubin , 1
Jordan Scott , 1
Josef Rusnak , 1
Joseph Barbera , 1
Joseph Graham , 1
Joseph Losey , 1
Joseph Sargent , 1
Joseph Zito , 1
Josh Cooley , 1
Josh Fox , 1
Josh Oreck , 1
Joshua Oppenheimer , 1
Joshua Zeman , 1
Joss Whedon , 1
J.S. Cardone , 1
Juan Piquer SimÃ³n , 1
Jules Dassin , 1
Julian Farino , 1
Julian Gilbey , 1
Julian Jarrold , 1
Julien Soret , 1
Justin Jones , 1
Justin Lin , 1
Kaleb Lechowski , 1
Karan Johar , 1
Karen Moncrieff , 1
Kari Skogland , 1
Karyn Kusama , 1
Katie Aselton , 1
Katie Graham , 1
Katja von Garnier , 1
Keith Scholey , 1
Ken Annakin , 1
Ken Kwapis , 1
Kenneth Anger , 1
Kenneth Johnson , 1
Kenny Gage , 1
Ken Russell , 1
Ken Scott , 1
Kent Jones , 1
Ken Wiederhorn , 1
Kevin Bacon , 1
Kevin Carraway , 1
Kevin Connor , 1
Kevin Costner , 1
Kevin Goetz , 1
Kevin Greutert , 1
Kevin Hooks , 1
Kevin Kolsch , 1
Kevin Lima , 1
Kevin Macdonald , 1
Kevin Spacey , 1
Kief Davidson , 1
Kimble Rendall , 1
Kim Chapiron , 1
Kiran Rao , 1
Koen Mortier , 1
Krishna D.K. , 1
Kris Swanberg , 1
Kristina Buozyte , 1
Kristin Hanggi , 1
Kristopher Belman , 1
Kriv Stenders , 1
Krzysztof KieÅ›lowski , 1
Kurt Voss , 1
Kurt Wimmer , 1
Kyle Newman , 1
Kyle Patrick Alvarez , 1
Kyle Rankin , 1
Lamberto Bava , 1
Lana Wachowski , 1
Lance Bangs , 1
Larry Bishop , 1
Larry Shaw , 1
Laura Dern , 1
Lauren Montgomery , 1
Laurent Baffie , 1
Laurent Bouzereau , 1
Laurent Malaquais , 1
Laurent Tirard , 1
Laurent Tuel , 1
Lawrence Shapiro , 1
Lee Daniels , 1
Lee Kirk , 1
Lee Tamahori , 1
Lee Unkrich , 1
Leonardo Pieraccioni , 1
Leslie H. Martinson , 1
Leslie Small , 1
Leslye Headland , 1
Lewis Milestone , 1
Leythum , 1
Lilly Wachowski , 1
Lisa Azuelos , 1
Lisa Cholodenko , 1
Liz Garbus , 1
Liz W. Garcia , 1
Louie Psihoyos , 1
Louis Leterrier , 1
Louis Malle , 1
Luc Besson , 1
Luc Dardenne , 1
Lucifer Valentine , 1
Lucky McKee , 1
Luis Llosa , 1
Luis Piedrahita , 1
Luis Valdez , 1
Lukas Moodysson , 1
MÃ¥ns MÃ¥rlind , 1
Maclain Way , 1
Madhur Bhandarkar , 1
Maggie Greenwald , 1
Mahiro Maeda , 1
Malcolm Venville , 1
Malik Bader , 1
Mamat Khalid , 1
Manny Coto , 1
Manoel de Oliveira , 1
Marc Forster , 1
Marco Ponti , 1
Marco Ristori , 1
Marc Roussel , 1
Marcus Adams , 1
Marcus Raboy , 1
Mario Miscione , 1
Mario Van Peebles , 1
Mark Christopher , 1
Mark Edwin Robinson , 1
Mark Fergus , 1
Mark Kassen , 1
Mark Levin , 1
Mark Piznarski , 1
Mark Robson , 1
Mark Rosman , 1
Mark Tonderai , 1
Martha Stephens , 1
Martin Davidson , 1
Martin McDonagh , 1
Martin Wood , 1
Marya Cohn , 1
